AGE	JOB	MARITAL_STATUS	EDU	social	race	sex	position	county	country	salary
56	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	35	 ?	 <=50K
58	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	45	 United-States	 >50K
32	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Other-service	34	 United-States	 <=50K
40	 Private	 Married-civ-spouse	 Assoc-acdm	 Husband	 White	 Male	 Tech-support	60	 United-States	 >50K
45	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	40	 ?	 <=50K
41	 Private	 Married-civ-spouse	 Prof-school	 Wife	 White	 Female	 Prof-specialty	40	 United-States	 >50K
42	 Private	 Married-civ-spouse	 Bachelors	 Wife	 Black	 Female	 Adm-clerical	40	 United-States	 <=50K
59	 Local-gov	 Widowed	 10th	 Unmarried	 Black	 Female	 Other-service	30	 United-States	 <=50K
19	 Local-gov	 Never-married	 Some-college	 Own-child	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
58	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Transport-moving	20	 United-States	 <=50K
42	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 Asian-Pac-Islander	 Male	 Farming-fishing	40	 Cambodia	 >50K
20	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Other-service	40	 United-States	 <=50K
32	 Private	 Separated	 HS-grad	 Not-in-family	 White	 Female	 Other-service	30	 United-States	 <=50K
45	 Private	 Widowed	 Assoc-voc	 Not-in-family	 White	 Female	 Exec-managerial	45	 United-States	 <=50K
50	 Private	 Divorced	 7th-8th	 Not-in-family	 White	 Male	 Craft-repair	40	 United-States	 <=50K
36	 Private	 Divorced	 Bachelors	 Own-child	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
45	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	60	 United-States	 <=50K
17	 Private	 Never-married	 11th	 Own-child	 White	 Male	 Other-service	12	 United-States	 <=50K
59	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	40	 United-States	 <=50K
26	 Private	 Married-civ-spouse	 11th	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
37	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 Asian-Pac-Islander	 Male	 Exec-managerial	75	 Thailand	 >50K
19	 ?	 Never-married	 Some-college	 Own-child	 White	 Male	 ?	24	 Canada	 <=50K
64	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
33	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	45	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Craft-repair	40	 United-States	 >50K
61	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
17	 Private	 Never-married	 9th	 Own-child	 White	 Male	 Other-service	24	 United-States	 <=50K
50	 Self-emp-not-inc	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Farming-fishing	98	 United-States	 <=50K
27	 Local-gov	 Never-married	 Masters	 Own-child	 White	 Male	 Prof-specialty	35	 United-States	 <=50K
30	 Private	 Divorced	 HS-grad	 Own-child	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
43	 Private	 Married-civ-spouse	 HS-grad	 Husband	 Black	 Male	 Handlers-cleaners	40	 United-States	 <=50K
44	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
35	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
25	 Private	 Never-married	 Some-college	 Own-child	 White	 Female	 Tech-support	40	 United-States	 <=50K
24	 Private	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Machine-op-inspct	48	 United-States	 >50K
22	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	15	 Germany	 <=50K
42	 Local-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
34	 Private	 Divorced	 Assoc-acdm	 Unmarried	 Black	 Female	 Sales	45	 United-States	 <=50K
60	 Private	 Divorced	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	42	 United-States	 <=50K
21	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
57	 Federal-gov	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Sales	40	 United-States	 >50K
41	 Private	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Prof-specialty	60	 United-States	 >50K
50	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Other-service	45	 United-States	 <=50K
25	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
50	 Private	 Married-civ-spouse	 7th-8th	 Husband	 White	 Male	 Craft-repair	40	 Ecuador	 <=50K
36	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	45	 United-States	 <=50K
31	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
29	 Local-gov	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Protective-serv	56	 United-States	 <=50K
21	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Sales	45	 United-States	 <=50K
27	 Private	 Never-married	 Bachelors	 Unmarried	 Black	 Female	 Tech-support	40	 United-States	 <=50K
65	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	16	 United-States	 <=50K
37	 Self-emp-inc	 Divorced	 Bachelors	 Not-in-family	 White	 Female	 Sales	60	 United-States	 <=50K
39	 ?	 Married-civ-spouse	 Masters	 Wife	 Asian-Pac-Islander	 Female	 ?	40	 ?	 <=50K
24	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Craft-repair	40	 United-States	 <=50K
38	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Sales	80	 United-States	 <=50K
48	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 >50K
21	 Private	 Never-married	 Some-college	 Not-in-family	 Asian-Pac-Islander	 Female	 Other-service	25	 United-States	 <=50K
31	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	45	 United-States	 >50K
55	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	40	 United-States	 >50K
24	 Private	 Married-civ-spouse	 Some-college	 Wife	 Asian-Pac-Islander	 Female	 Adm-clerical	40	 Laos	 <=50K
43	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
26	 Private	 Never-married	 Assoc-acdm	 Not-in-family	 White	 Male	 Tech-support	45	 United-States	 <=50K
46	 Private	 Never-married	 Assoc-acdm	 Not-in-family	 White	 Female	 Prof-specialty	33	 United-States	 <=50K
35	 Private	 Married-civ-spouse	 Assoc-acdm	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 >50K
41	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Farming-fishing	54	 United-States	 >50K
26	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Sales	40	 United-States	 <=50K
34	 Private	 Married-civ-spouse	 Masters	 Husband	 Asian-Pac-Islander	 Male	 Exec-managerial	35	 Taiwan	 >50K
19	 ?	 Never-married	 Some-college	 Own-child	 Black	 Female	 ?	25	 United-States	 <=50K
36	 Self-emp-not-inc	 Divorced	 Bachelors	 Not-in-family	 Black	 Female	 Prof-specialty	40	 United-States	 >50K
22	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Sales	15	 United-States	 <=50K
24	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
77	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	40	 United-States	 <=50K
22	 Private	 Married-civ-spouse	 5th-6th	 Other-relative	 White	 Female	 Machine-op-inspct	40	 Mexico	 <=50K
29	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Tech-support	40	 United-States	 <=50K
62	 Private	 Widowed	 HS-grad	 Not-in-family	 White	 Female	 Other-service	24	 United-States	 <=50K
39	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
43	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	50	 United-States	 <=50K
35	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Transport-moving	45	 United-States	 <=50K
29	 Private	 Never-married	 11th	 Not-in-family	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
76	 Self-emp-not-inc	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Craft-repair	10	 United-States	 <=50K
63	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Farming-fishing	45	 United-States	 <=50K
23	 ?	 Never-married	 Assoc-voc	 Own-child	 Black	 Female	 ?	15	 United-States	 <=50K
43	 Private	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Prof-specialty	50	 United-States	 >50K
58	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
66	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Transport-moving	55	 United-States	 <=50K
41	 Private	 Never-married	 Some-college	 Not-in-family	 Black	 Male	 Craft-repair	45	 United-States	 <=50K
26	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
47	 Private	 Never-married	 Assoc-voc	 Not-in-family	 White	 Male	 Other-service	40	 United-States	 <=50K
55	 Local-gov	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
53	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	40	 United-States	 <=50K
17	 Private	 Never-married	 5th-6th	 Other-relative	 White	 Male	 Other-service	48	 Mexico	 <=50K
30	 Private	 Never-married	 HS-grad	 Other-relative	 White	 Male	 Craft-repair	40	 United-States	 <=50K
49	 Private	 Never-married	 Masters	 Not-in-family	 White	 Male	 Prof-specialty	60	 United-States	 <=50K
19	 Private	 Never-married	 HS-grad	 Unmarried	 Black	 Male	 Sales	30	 Haiti	 <=50K
45	 Private	 Married-civ-spouse	 HS-grad	 Husband	 Black	 Male	 Other-service	40	 United-States	 <=50K
26	 Private	 Never-married	 Assoc-acdm	 Not-in-family	 White	 Male	 Sales	40	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
36	 State-gov	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Protective-serv	40	 United-States	 >50K
33	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Farming-fishing	20	 United-States	 <=50K
22	 State-gov	 Never-married	 Some-college	 Own-child	 Black	 Female	 Protective-serv	40	 United-States	 <=50K
43	 Self-emp-not-inc	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Sales	42	 United-States	 <=50K
67	 ?	 Married-civ-spouse	 11th	 Husband	 White	 Male	 ?	8	 United-States	 <=50K
30	 ?	 Divorced	 Assoc-voc	 Unmarried	 White	 Female	 ?	40	 United-States	 <=50K
56	 Private	 Married-spouse-absent	 Assoc-acdm	 Not-in-family	 White	 Male	 Other-service	25	 Iran	 <=50K
31	 Private	 Never-married	 Bachelors	 Own-child	 White	 Male	 Prof-specialty	25	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
26	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Other-service	40	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
46	 Local-gov	 Married-civ-spouse	 11th	 Husband	 White	 Male	 Transport-moving	30	 United-States	 <=50K
59	 ?	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 ?	40	 United-States	 >50K
38	 Federal-gov	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 >50K
65	 Private	 Widowed	 11th	 Unmarried	 Other	 Male	 Other-service	40	 United-States	 <=50K
40	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Tech-support	40	 United-States	 >50K
42	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Adm-clerical	35	 United-States	 <=50K
26	 Self-emp-not-inc	 Married-civ-spouse	 9th	 Husband	 White	 Male	 Craft-repair	40	 Portugal	 <=50K
36	 Private	 Married-civ-spouse	 10th	 Wife	 White	 Female	 Other-service	24	 United-States	 <=50K
62	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
43	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Transport-moving	45	 United-States	 <=50K
43	 Private	 Divorced	 Bachelors	 Not-in-family	 White	 Male	 Exec-managerial	45	 United-States	 >50K
22	 Private	 Married-spouse-absent	 HS-grad	 Not-in-family	 White	 Male	 Sales	55	 United-States	 <=50K
28	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
56	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	45	 United-States	 <=50K
22	 Private	 Never-married	 Assoc-acdm	 Not-in-family	 White	 Female	 Sales	15	 United-States	 <=50K
57	 Private	 Divorced	 Bachelors	 Not-in-family	 White	 Female	 Exec-managerial	45	 United-States	 >50K
39	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Sales	40	 United-States	 <=50K
26	 Federal-gov	 Never-married	 Some-college	 Unmarried	 White	 Female	 Adm-clerical	15	 United-States	 <=50K
17	 Private	 Never-married	 11th	 Own-child	 White	 Male	 Other-service	10	 United-States	 <=50K
40	 State-gov	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Machine-op-inspct	38	 United-States	 >50K
45	 Private	 Married-civ-spouse	 HS-grad	 Husband	 Black	 Male	 Machine-op-inspct	40	 United-States	 <=50K
44	 Private	 Never-married	 HS-grad	 Not-in-family	 Black	 Male	 Craft-repair	40	 United-States	 <=50K
20	 Local-gov	 Never-married	 Some-college	 Own-child	 White	 Female	 Adm-clerical	10	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Craft-repair	40	 United-States	 <=50K
23	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Sales	40	 United-States	 <=50K
46	 Self-emp-not-inc	 Divorced	 Masters	 Not-in-family	 White	 Male	 Exec-managerial	30	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	50	 United-States	 <=50K
54	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Transport-moving	40	 United-States	 <=50K
46	 Private	 Divorced	 5th-6th	 Not-in-family	 White	 Female	 Craft-repair	45	 United-States	 <=50K
25	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
46	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Female	 Sales	40	 United-States	 <=50K
36	 Local-gov	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Transport-moving	40	 United-States	 <=50K
23	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Other-service	25	 United-States	 <=50K
29	 Private	 Separated	 HS-grad	 Not-in-family	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
44	 Private	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Adm-clerical	6	 United-States	 >50K
19	 Private	 Never-married	 Some-college	 Own-child	 White	 Female	 Adm-clerical	16	 United-States	 <=50K
19	 Private	 Never-married	 HS-grad	 Other-relative	 White	 Female	 Other-service	40	 United-States	 <=50K
35	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Other-service	40	 United-States	 >50K
27	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Craft-repair	50	 United-States	 <=50K
46	 Self-emp-not-inc	 Separated	 Assoc-acdm	 Not-in-family	 White	 Male	 Craft-repair	40	 United-States	 <=50K
34	 State-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	45	 ?	 >50K
34	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Other-service	35	 United-States	 <=50K
44	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Tech-support	40	 United-States	 <=50K
45	 Private	 Divorced	 Some-college	 Unmarried	 White	 Female	 Handlers-cleaners	40	 United-States	 <=50K
20	 ?	 Never-married	 HS-grad	 Other-relative	 White	 Female	 ?	35	 United-States	 <=50K
25	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	55	 United-States	 >50K
52	 Self-emp-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	50	 United-States	 >50K
20	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
28	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Other-service	40	 United-States	 <=50K
50	 State-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Protective-serv	40	 United-States	 >50K
34	 Private	 Divorced	 Assoc-voc	 Not-in-family	 White	 Female	 Tech-support	64	 United-States	 <=50K
28	 Private	 Married-civ-spouse	 7th-8th	 Husband	 Other	 Male	 Handlers-cleaners	40	 Puerto-Rico	 <=50K
41	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	65	 United-States	 >50K
28	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
46	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	25	 United-States	 <=50K
28	 ?	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 ?	40	 United-States	 >50K
32	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	50	 United-States	 <=50K
41	 Local-gov	 Divorced	 Some-college	 Not-in-family	 Black	 Female	 Other-service	24	 United-States	 <=50K
24	 Private	 Never-married	 HS-grad	 Unmarried	 Black	 Female	 Handlers-cleaners	40	 United-States	 <=50K
33	 Private	 Divorced	 Some-college	 Unmarried	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
46	 Private	 Married-civ-spouse	 Doctorate	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 >50K
31	 State-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
35	 Private	 Divorced	 12th	 Not-in-family	 White	 Male	 Craft-repair	50	 United-States	 >50K
52	 Private	 Married-civ-spouse	 1st-4th	 Husband	 White	 Male	 Machine-op-inspct	40	 Mexico	 <=50K
30	 Private	 Never-married	 11th	 Own-child	 White	 Female	 Other-service	19	 United-States	 <=50K
34	 Local-gov	 Separated	 11th	 Not-in-family	 Black	 Male	 Machine-op-inspct	40	 United-States	 <=50K
34	 State-gov	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Transport-moving	40	 United-States	 <=50K
20	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	30	 United-States	 <=50K
17	 Private	 Never-married	 11th	 Own-child	 White	 Male	 Handlers-cleaners	18	 United-States	 <=50K
32	 State-gov	 Married-civ-spouse	 Bachelors	 Wife	 White	 Female	 Exec-managerial	40	 United-States	 >50K
29	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Farming-fishing	40	 United-States	 <=50K
33	 Private	 Never-married	 10th	 Unmarried	 White	 Female	 Craft-repair	35	 United-States	 <=50K
25	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	60	 United-States	 <=50K
36	 Federal-gov	 Never-married	 Masters	 Not-in-family	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
23	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Handlers-cleaners	72	 Dominican-Republic	 <=50K
63	 Self-emp-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
47	 Local-gov	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
80	 ?	 Widowed	 HS-grad	 Not-in-family	 White	 Male	 ?	24	 United-States	 <=50K
17	 ?	 Never-married	 11th	 Own-child	 White	 Male	 ?	40	 United-States	 <=50K
40	 Self-emp-not-inc	 Married-spouse-absent	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
30	 Private	 Married-civ-spouse	 Assoc-acdm	 Wife	 White	 Female	 Other-service	25	 United-States	 >50K
27	 Private	 Never-married	 Some-college	 Own-child	 Asian-Pac-Islander	 Male	 Craft-repair	40	 Philippines	 <=50K
33	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	50	 United-States	 >50K
